Title,Date_of_Release,Genre,Crew_dir,Cast_stars,Plot_summary,Age_of_content,Votes,ImDBRating
Waah! Tera Kya Kehna,2002,"Action, Comedy, Crime            ",Manoj Agrawal,"Govinda, Raveena Tandon, Preeti Jhangiani, Shakti Kapoor","Kishan Oberoi (Shammi Kapoor) has three sons Dilip (Shakti Kapoor), Ashish (Rana Jung Bahadur), and Raj (Govinda). While Dilip and Ashish are married, Raj is in love with Meena (Preeti ...                See full summary »",19,273,3.7
Khushboo,1975,"Drama, Romance            ",Gulzar,"Jeetendra, Hema Malini, Durga Khote, Farida Jalal","Kusum and Brindavan are two small children living in a small village in India. Both love each other, and decide to marry when they grow up. Kusum has his name tattooed on her arm. But fate ...                See full summary »",46,273,7.0
Sachaa Jhutha,1970,"Action, Comedy, Thriller            ",Manmohan Desai,"Rajesh Khanna, Mumtaz, Vinod Khanna, Faryal",A penniless musician is unwittingly forced to trade places with a look-alike diamond merchant/thief causing a comedy of errors by everyone involved.,51,273,6.7
Bin Bulaye Baraati,2011,"Action, Comedy, Crime            ",Chandrakant Singh,"Naushaad Abbas, Rati Agnihotri, Shweta Bhardwaj, Gulshan Grover",Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,10,272,3.8
Caravan,1971,"Action, Comedy, Musical            ",Nasir Hussain,"Asha Parekh, Jeetendra, Aruna Irani, Mehmood Jr.","Sunita is a young woman who ends up married to the wrong man, Rajan. Thinking that he has conspired with his girlfriend, Monica to murder her, she runs away to find an old friend of her ...                See full summary »",50,272,6.8
Purani Haveli,1989,Horror            ,"s:Shyam Ramsay, Tulsi Ramsay","Deepak Parashar, Amita Nangia, Shubha, Tej Sapru","A rich family eagerly buys an abandoned mansion in a rural area, but later discover that the mansion has a very disturbing and horrifying past.",32,271,5.3
Professor,1962,"Comedy, Drama, Musical            ",Lekh Tandon,"Shammi Kapoor, Lalita Pawar, Parveen Choudhary, Salim",A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,59,271,7.0
Taxi Driver,1954,"Musical, Romance            ",Chetan Anand,"Dev Anand, Kalpana Kartik, Sheila Ramani, Johnny Walker","Mangal drives a taxi by day, then drinks at night, listens to his singer girlfriend Sylvie and then goes into a drunken stupor - and wakes up with a hangover. One day, while assisting ...                See full summary »",67,271,6.9
Pirates 1.0,2017,Thriller            ,Raj Madiraju,"Abhishek Gupta, Abhishek Maharshi, Zara Shah, Kartavya Sharma","The story follows the lives of four unemployed engineers who turn criminals to avenge an anonymous, yet dangerous cyber-criminal.",4,270,5.9
Koyelaanchal,2014,"Action, Drama            ",Ashu Trikha,"Kannan Arunachalam, Biswanath Basu, Vinod Khanna, Roopali Krishnarao",Koyelaanchal (coal belt of India) brings to light the explosive story of the people who have kept our precious fuel station at ransom for centuries. Koyelaanchal unveils itself through ...                See full summary »,7,270,5.4
"Oh, My God!!",2008,"Comedy, Drama            ",Sourabh Shrivastava,"Vinay Pathak, Saurabh Shukla, Divya Dutta, Harsh Chhaya",An employee puts more time trying to get people to invest in a novel money-making scheme.,13,270,5.4
Devi Putrudu,2001,"Action, Drama, Fantasy            ",Kodi Ramakrishna,"Venkatesh Daggubati, Anjala Zaveri, Soundarya, Bhupinder Singh",Archeologist balaram doesn't believe in God and tries to find out the mystery of water torque in sea at ancient Dwaraka. Balaram believes that there is a mystery behind that's a strange ...                See full summary »,20,270,5.8
Shortcut Romeo,2013,"Action, Crime, Drama            ",Susi Ganesan,"Neil Nitin Mukesh, Ameesha Patel, Puja Gupta, Jatin Grewal","Shortcut Romeo is a predictable but stylishly made masala movie, leave your common sense behind if you want to enjoy this film!",8,269,2.6
Vinashak - Destroyer,1998,"Action, Crime, Drama            ",Ravi Dewan,"Sunil Shetty, Raveena Tandon, Danny Denzongpa, Tinnu Anand",Jailor Lankeshwar houses some of his hit-men as prisoners and uses them to commit criminal activities only to return and be safe in his jail. This gets notice by ACP Amar Agnihotri; who ...                See full summary »,23,269,5.3
Benaam Badsha,1991,"Action, Crime, Drama            ",K. Ravi Shankar,"Rakesh Bedi, Juhi Chawla, Seema Deo, Rohini Hattangadi","Abandoned as a baby in a garbage bin by his biological parents; a boy faces the harsh realities of life and years later grows up to be a young man as a paid assassin, blackmailer, kidnapper...                See full summary »",30,269,4.9
Daas Dev,2018,"Drama, Thriller            ",Sudhir Mishra,"Yogesh Raj Mishra, Rahul Bhatt, Richa Chadha, Anil George","Daas Dev is a 2018 romantic-thriller, with an interesting, modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle, starring Rahul Bhat as Dev, the supremely talented Richa Chadda as Paro, and Aditi Rao Hydari as Chandni.",3,268,5.1
Kalicharan,1976,"Action, Adventure, Crime            ",Subhash Ghai,"Shatrughan Sinha, Reena Roy, Ajit, Prem Nath",A police officer goes undercover to catch a wealthy and reputable person who is involved in criminal activities.,45,268,6.7
Khandhar,1984,Drama            ,Mrinal Sen,"Shabana Azmi, Annu Kapoor, Pankaj Kapur, Sreela Majumdar","Subhash is a photographer from the city, who has come to take pictures of some old temples and ruins in a village. Ruins fascinate him. While in the village, he gets acquainted with a young...                See full summary »",37,268,7.2
Rajdhani Express,2013,"Action, Drama, Thriller            ",Ashok Kohli,"Jimmy Sheirgill, Ishrat Ali, Nishant Balgovind, Puja Banerjee",An unsafe journey by a common man.,8,267,2.7
Life Ki Toh Lag Gayi,2012,"Action, Comedy            ",Rakesh Mehta,"Kay Kay Menon, Ranvir Shorey, Pradhuman Singh, Neha Bhasin","A one-day journey of four different people struggling in the city of Mumbai. One with vengeance, one on a mission, one with hope and one looking to con.",9,267,5.3
Dhanwaan,1993,"Comedy, Drama, Romance            ",K. Viswanath,"Ajay Devgn, Manisha Koirala, Karisma Kapoor, Avinash Wadhawan","Kashinath and Imli are childhood sweethearts and everyone expects them to marry. Then comes rich, wealthy, and sickly Anjali Chopra into Kashinath's life, and then everything changes. ...                See full summary »",28,267,3.4
Ek Din Achanak,1989,Drama            ,Mrinal Sen,"Shabana Azmi, Shreeram Lagoo, Aparna Sen, Uttara Baokar","One day a retired professor (Dr. Sreeram Lagoo) decides to go out for unknown work but don't come back, even there is no clue left behind. Family members, relatives and friends try hard but unable to come up with any satisfactory result.",32,267,7.1
Rama Rama Kya Hai Dramaaa,2008,"Comedy, Drama, Romance            ",Chandrakant Singh,"Neha Dhupia, Amrita Arora, Anupam Kher, Rati Agnihotri",Two bank employees face problems after marrying very attractive women.,13,266,3.9
Madhosh,1974,"Drama, Musical, Romance            ",sh Gautam,"Mahendra Sandhu, Reena Roy, Rakesh Roshan, Veena","Raj is wealthy and a womanizer and his lifelong friend Goldie is a self made pop singer. Goldie tries to make Raj realize that women are not mere objects of desire, but with no results. Raj...                See full summary »",47,266,6.3
Machhli Jal Ki Rani Hai,2014,Horror            ,baloy Dey,"Swara Bhaskar, Reema Debnath, Saurabh Dubey, Hritu","It's not just a matter of one spirit, it's a matter of multiple possessions in one body.",7,265,2.3
376 D,2020,"Crime, Thriller            ","s:Gunveen Kaur, Robin Sikarwar","Vivek Kumar, Deeksha Joshi, Sumit Singh Sikarwar, Priyanka Sharma","In a series of heinous events one dark night, in the by lanes of Delhi; two brothers come face-to-face with a nightmare they never imagined. Their entire life turns upside down. Soon they ...                See full summary »",1,265,5.7
Kyaa Dil Ne Kahaa,2002,"Family, Romance            ",Sanjay Chhel,"Rajesh Khanna, Tusshar Kapoor, Esha Deol, Raj Babbar","New Zealand settled Esha (Esha Deol) is attracted to fellow-student Rahul (Tushar Kapoor). Rahul too is attracted to Esha. Esha returns home to India and tells her parents (Raj Babbar, Nina...                See full summary »",19,265,3.0
"Trikal (Past, Present, Future)",1985,Drama            ,Shyam Benegal,"Leela Naidu, Neena Gupta, Anita Kanwar, Soni Razdan","A Goan native returns to his now-derelict, palatial childhood home, recalling his family's interpersonal drama during the end of Portuguese rule.",36,265,7.0
Yahan Sabhi Gyani Hain,2020,Comedy            ,Anant Tripathi,"Atul Srivastava, Neeraj Sood, Apoorva Arora, Meena Nathani","A satirical comedy film shot in Kanpur. The story revolves around a delusional and dysfunctional ""Kanpuriya"" family, are told of having hidden ancestral treasure. But in the process of finding the treasure, find the true lesson of life.",1,264,5.1
Andolan,1995,"Action, Comedy, Drama            ",Aziz Sejawal,"Ishrat Ali, Somy Ali, Divya Bharti, Sanjay Dutt","Collegian Adarsh and his elder brother, Aniket paves two different path ways leading to the same goals when they excel in studies leading to bright futures only to find their respective ...                See full summary »",26,264,5.1
Bollywood Diaries,2016,Drama            ,K.D. Satyam,"Raima Sen, Salim Diwan, Ashish Vidyarthi, Karuna Pandey",The passionate journey of three Bollywood fanatics who wish to make it big in the industry.,5,263,6.0
Jimmy,2008,"Action, Crime, Drama            ",Raj N. Sippy,"Mimoh Chakraborty, Vikas Anand, Rahul Dev, Adi Irani","In the dead of the night, a young woman's dead body is recovered by the police. All leads point to Jimmy. A mechanical engineer by day and a dancing sensation by night, Jimmy works as a DJ ...                See full summary »",13,263,1.6
Buddha Mil Gaya,1971,"Musical, Mystery, Drama            ",Hrishikesh Mukherjee,"Navin Nischol, Om Prakash, Archana, Deven Verma","Two men, who have sheltered a millionaire, get drawn into a web of conspiracy.",50,263,7.0
Days of Tafree,2016,Comedy            ,Krishnadev Yagnik,"Yash Soni, Ansh Bagri, Sarabjeet Bindra, Vishal Choudhary","The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships, love and romance, the end of their college days and the beginning of a new life.",5,262,7.3
Jashnn: The Music Within,2009,"Drama, Musical, Romance            ","s:Hasnain Hyderabadwala, Raksha Mistry","Adhyayan Suman, Shahana Goswami, Natasha Jain, Atul Kinagi",A singer faces challenges after falling in love with a woman whose brother is having an affair with his sister.,12,262,3.9
Ru-Ba-Ru,2008,"Drama, Romance, Thriller            ",Arjun Bali,"Randeep Hooda, Shahana Goswami, Rati Agnihotri, Jayant Kripalani",Bangkok-based Tara Mishra and Nikhil Singh meet at a wedding ceremony and fall instantly in love with love with each. They move in together and continue to live a fairly blissful lifestyle ...                See full summary »,13,262,5.5
Anamika: The Untold Story,2008,"Drama, Romance, Thriller            ",Ananth Narayan Mahadevan,"Dino Morea, Minissha Lamba, Koena Mitra, Gulshan Grover","Middle-classed, slender and petite Jia Rao meets Gajner's recently widowed Kunver Vikram Aditya Singh Sesodia, both fall in love, get married, and re-locate to live in his palace in ...                See full summary »",13,262,3.4
Doraemon: Nobita no Parareru saiyûki,1988,"Animation, Adventure, Family            ",Tsutomu Shibayama,"Nobuyo Ôyama, Noriko Ohara, Michiko Nomura, Kaneta Kimotsuki",Nobita and his friends go an adventure to save the future from monsters that come out from doraemon's gadget.Will nobita be able to capture all of them and help a monk in his journey to the west?,33,261,6.9
Khamoshh... Khauff Ki Raat,2005,"Mystery, Thriller            ",pak Tijori,"Shilpa Shetty Kundra, Juhi Chawla, Shawar Ali, Rajiv Singh","While travelling on a rainy night with his boss, an arrogant actress, Avinash ends up hitting a woman with his car. They all get stranded at a motel with a few more people, one of whom is a killer.",16,261,3.3
Rahul,2001,Drama            ,Prakash Jha,"Shabana Raza, Yash Gawli, Rajeshwari Sachdev, Gulshan Grover","Mira and Akash gets married despite against family wishes, but their happiness does not last long after the birth of their child Rahul.",20,261,5.4
Arzoo,1965,"Drama, Musical, Romance            ",Ramanand Sagar,"Rajendra Kumar, Sadhana, Feroz Khan, Nazima","After completing his medical studies, Gopal (Rajendra Kumar) takes a break and goes on holiday in Kashmir. There he meets with Usha (Sadhana) and both fall in love with each other. Back ...                See full summary »",56,261,7.1
Setters,2019,Thriller            ,Ashwini Chaudhary,"Shreyas Talpade, Aftab Shivdasani, Sonnalli Seygall, Ishita Dutta","A thriller set in Benares, Jaipur, Mumbai and Delhi, Setters is about a racket profiteering from academic scams. The film follows a cat-and-mouse game between two good friends: one a cop, ...                See full summary »",2,260,5.3
Farishtay,1991,"Action, Comedy, Drama            ",Anil Sharma,"Dharmendra, Vinod Khanna, Sridevi, Rajinikanth",Raja Jaichand rules as a dictator in a small Indian town and kills people for his will.Veeru and Dheeru two kind hearten con men live with Gayatri and take her as sister.They get her ...                See full summary »,30,260,4.8
Train to Pakistan,1998,"Drama, War            ",Pamela Rooks,"Mohan Agashe, Nirmal Pandey, Rajit Kapoor, Smriti Mishra",Seen from the eyes of Hukum Chand the District Magistrate it is an account of the turmoil faced by the inhabitants of village Mano Majra in Punjab on the Indo-Pak border during the period of partition after India attained independence.,23,260,6.6
Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,2014,"Animation, Adventure, Comedy            ",Wataru Takahashi,"Keiji Fujiwara, Satomi Kôrogi, Miki Narahashi, Akiko Yajima",A high tech company which specialises in making robots for construction turns Hiroshi nohara in a robot who then along with shinosuke fights to reclaim his original body fighting other robots.,7,259,7.1
Achanak,1998,"Action, Mystery, Thriller            ",Naresh Malhotra,"Govinda, Manisha Koirala, Farha Naaz, Rahul Roy","Arjun (Govinda) lives a charmed life, surrounded by the family he loves and working at his family's thriving business. Then he meets Pooja (Manisha Koirala), and his life gets even better. ...                See full summary »",23,259,4.0
Naseem,1995,Drama            ,Saeed Akhtar Mirza,"Kaifi Azmi, Mayuri Kango, Seema Kelkar, Kay Kay Menon",The delicate relationship between a 15-year-old girl and her grandfather is used to describe how the growing political tensions between Muslems and Hindus in 1992 led to the destruction of ...                See full summary »,26,259,7.0
Doraemon: Nobita to Ryû no kishi,1987,"Animation, Adventure, Family            ",Tsutomu Shibayama,"Nobuyo Ôyama, Noriko Ohara, Michiko Nomura, Kaneta Kimotsuki",Origin of species that have evolved differently from human beings.,34,258,6.8
Out of Control,2003,"Comedy, Drama, Romance            ","s:Apurva Asrani, Ramanjit Juneja","Riteish Deshmukh, Brande Roderick, Hrishitaa Bhatt, Noémi Besedes","When his work permit expires in New York, Jaswinder Bedi gets married to a bar dancer, Sally Turner, and moves in with her. When he is informed that his Patiala-based father, Jatta Singh ...                See full summary »",18,257,3.3
Safari,1999,"Action, Adventure, Romance            ",Jyotin Goel,"Sanjay Dutt, Juhi Chawla, Tanuja, Suresh Oberoi","Bombay-based Anjali Aggarwal lives a wealthy lifestyle with her mom, Asha, and dad, Ajit, who is the owner of Aggarwal Industries. When Asha challenges Ajit that she can run the business ...                See full summary »",22,256,4.5
Karobaar: The Business of Love,2000,"Drama, Romance            ",Rakesh Roshan,"Juhi Chawla, Anil Kapoor, Rishi Kapoor, Tinnu Anand","Wealthy Rajiv Sinha and middle-classed Amar Saxena are two childhood friends, with similar likes, and tastes. Their similar habits lead them to being in love with the same woman - Seema, ...                See full summary »",21,256,4.4
Miss Teacher,2016,Romance            ,Jayprakkash Shaw,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani","Rose Dey is the new teacher at the university. She is very attractive and is a nymphomaniac. At the university, Rose meets Tanvesh and an affair begins.",5,255,3.2
Undertrial,2007,"Crime, Drama            ",Aziz Khan,"Rajpal Yadav, Kader Khan, Prem Chopra, Pratima Kazmi","Sagar Hussain, a factory worker, is falsely accused of and imprisoned for raping his own daughters. Later, when his lawyer digs deeper, the truth reveals itself to be much worse than imagined.",14,255,6.6
Dhoop,2003,Drama            ,Ashwini Chaudhary,"Om Puri, Revathi, Gul Panag, Preeti Dayal","Right from Peon to Principal, and from the most lowly menial staff to the office of the Prime Minister, modern secular India is embedded in corruption by officials who brag that even if ...                See full summary »",18,255,7.2
Filhaal...,2002,"Drama, Romance            ",Meghna Gulzar,"Tabu, Sushmita Sen, Sanjay Suri, Palash Sen",Rewa Singh (Tabu) and Sia Sheth (Sushmita Sen) are inseparable friends. Their bond has grown despite of Rewa's marriage to Dhruv Malhotra (Sanjay Suri). All rejoice when Rewa and Dhruv are ...                See full summary »,19,254,5.5
Kora Kagaz,1974,"Drama, Musical, Family            ",Anil Ganguly,"Vijay Anand, Jaya Bachchan, Achala Sachdev, A.K. Hangal","By the time we learn to live, life is gone.",47,254,7.4
Tere Mere Phere,2011,"Comedy, Drama, Romance            ",pa Sahi,"Vinay Pathak, Riya Sen, Jagrat Desai, Sasha Goradia",An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,10,253,5.3
Haal-e-Dil,2008,"Drama, Romance            ",Anil Devgan,"Amita Pathak, Nakuul Mehta, Adhyayan Suman, Nassar Abdulla","While traveling by train Shekhar attempts to woo Sanjana Sharma, but finds out she had given her heart to a former boyfriend, Rohit, who is no more. Both share some misadventures en-route ...                See full summary »",13,253,3.4
Chhote Sarkar,1996,"Comedy, Romance, Thriller            ",Vimal Kumar,"Govinda, Shilpa Shetty Kundra, Aruna Irani, Sadashiv Amrapurkar","Amar Saxena is a businessman: the Managing Director of prestigious Khaitan Fans Ltd., India. One day while leaving a board meeting, he meets a beggar named Jagmohan who calls him Rohit, and...                See full summary »",25,253,4.7
Beti No. 1,2000,"Comedy, Drama, Family            ",Rama Rao Tatineni,"Rakesh Bedi, Laxmikant Berde, Birbal, Prem Chopra","Durga Devi has three sons, Ram, Laxman and Bharat. She wants a heir to carry the family name forward. Ram and Laxman are married and have so far only produced girls, much to their mother's ...                See full summary »",21,253,3.8
Gul Makai,2020,"Biography, Drama, War            ",Amjad Khan,"Reem Shaikh, Divya Dutta, Atul Kulkarni, Om Puri","Gul Makai' accounts the courageous journey and struggle of Nobel laureate Malala Yousufzai, from her humble upbringing in the Swat Valley to her becoming the champion for free education to all.",1,252,2.4
31st October,2015,"Action, Drama, History            ",Shivaji Lotan Patil,"Soha Ali Khan, Lakha Lakhwinder Singh, Nagesh Bhonsle, Arohi Radhakrishnan","The assassination of Indira Gandhi leads to a slow spread of brutal violence against Sikhs, leaving a Sikh man and his family trapped in endless danger.",6,252,5.8
Sweetiee Weds NRI,2017,"Comedy, Drama, Romance            ",Hasnain Hyderabadwala,"Himansh Kohli, Zoya Afroz, Darshan Jariwala, Kiran Juneja",Sweetie's father wants her daughter to get married to an NRI from England.,4,251,3.4
Warning,2013,"Adventure, Thriller            ","s:Gurmmeet Singh, Vishal Chaturvedi","Santosh Barmola, Jitin Gulati, Sumit Suri, Suzana Rodrigues",Seven school friends reunite in Fiji after many years on a yacht retreat. Their adventure takes a shift when they go into sea.,8,251,4.6
Zindaggi Rocks,2006,"Drama, Romance            ",Tanuja Chandra,"Sushmita Sen, Shiney Ahuja, Julian Burkhardt, Ravi Gosain","During an outing Dr. Suraj Rihan, who is married to Shivani, is summoned by DCP Gazala Qadri who wants to question him about the sudden death of his girlfriend/singing diva, Kriya Sengupta....                See full summary »",15,251,4.1
Nenunnanu,2004,Action            ,V.N. Aditya,"Nagarjuna Akkineni, Shriya Saran, Aarthi Agarwal, Mukesh Rishi","Nenunnanu revolves around Venu (Nagarjuna) and his efforts to help Anu (Shriya Saran) patch up with her lover Arun (Subbaraju), the son of a rich businessman, who mistakes the Anu's relationship with Venu.",17,251,5.3
Yeh Kya Ho Raha Hai?,2002,"Comedy, Romance            ",Hansal Mehta,"Prashant Chianani, Vaibhav Jhalani, Yash Pandit, Deepti Daryanani","Four young men enter college in order to study and make careers for themselves. They develope a friendship for each other. The four also meet various young ladies, and romance them ...                See full summary »",19,251,4.6
Tarkieb,2000,"Mystery, Thriller            ",Esmayeel Shroff,"Nana Patekar, Tabu, Shilpa Shetty Kundra, Aditya Pancholi",A CID inspector tries to crack the murder case of a young woman.,21,251,5.0
Amanush,1975,"Drama, Family            ",Shakti Samanta,"Uttam Kumar, Sharmila Tagore, Prema Narayan, Anil Chatterjee","A village youth falsely implicated in a conspiracy is imprisoned and can't prove his innocence to his beloved. Devastated, he takes to alcohol.",46,251,7.0
Yaara Silly Silly,2015,Romance            ,Subhash Sehgal,"Parambrata Chattopadhyay, Paoli Dam, Eva Grover, Vidya Malvade","A sex worker and her client meet each other again after having spent a night together before. Through a journey, they discover each other and a relationship that change their lives forever.",6,250,5.6
Rebellious Flower,2016,"Biography, Drama            ",Krishan Hooda,"Prince Shah, Shashank Singh, Mantra Mugdh, Shaneel Sinha",The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,5,250,6.8
Contract,2008,"Action, Crime, Drama            ",Ram Gopal Varma,"Adhvik Mahajan, Sakshi Gulati, Amruta Khanvilkar, David Bueno","After witnessing the brutal death of his family, an embittered ex-army officer agrees to infiltrate a gang of terrorists.",13,250,4.0
Teri Meherbaniyan,1985,"Action, Crime, Drama            ",Vijay Reddy,"Jackie Shroff, Poonam Dhillon, Raj Kiran, Swapna","Ram is a govt official who tries to brings justice to an oppressed village. He almost succeed in his mission but is murdered by Vijay singh. His dream of justice is filled by his most loyal dog, MOTI.",36,250,5.4
Heera Panna,1973,Romance            ,v Anand,"Dev Anand, Zeenat Aman, Rakhee Gulzar, Rehman","Heera has two passions in his life, namely his love for Reema, an air-hostess, and photography. When Reema passes away during an airplane accident, Heera is left with only passion in life -...                See full summary »",48,250,6.5
Insaf Ka Tarazu,1980,"Crime, Drama            ",B.R. Chopra,"Zeenat Aman, Raj Babbar, Deepak Parashar, Padmini Kolhapure","Ramesh, a businessman, is arrested for molesting Bharati, a beauty queen. She is later accused of murdering him and arrested. The events that unfold show what compelled her to do so.",41,250,6.4
Khamoshi,2019,"Horror, Thriller            ",Chakri Toleti,"Prabhu Deva, Tamannaah Bhatia, Bhoomika Chawla, Deepak Anand","A remake of Hush (2016), where a deaf woman must fight for her life when a killer appears at her door.",2,249,3.5
Summer 2007,2008,"Crime, Drama, Thriller            ",Sohail Tatari,"Sikandar Kher, Gul Panag, Yuvika Chaudhary, Arjan Bajwa","A group of medical students lead a carefree life. However, when they head to a village that witnesses many farmer suicide cases, they encounter local thugs and strive to survive.",13,249,6.2
Kuku Mathur Ki Jhand Ho Gayi,2014,"Comedy, Romance            ",Aman Sachdeva,"Siddharth Gupta, Simran Kaur Mundi, Siddharth Bhardwaj, Somesh Agarwal","When Kuku's friend is unable to give him enough time, he uses improper ways to get him back.",7,248,5.3
Jung,1996,"Action, Crime, Drama            ",Rama Rao Tatineni,"Mithun Chakraborty, Ajay Devgn, Rambha, Vani Viswanath","Jung tells the story of Arjun (Mithun Chakraborty), an honest and passionate police officer who finds himself clashing with his younger brother Ajay (Ajay Devgan), an equally passionate ...                See full summary »",25,247,4.0
Apartment: Rent at Your Own Risk,2010,"Drama, Mystery, Thriller            ",Jag Mundhra,"Rohit Roy, Tanushree Dutta, Neetu Chandra, Mushtaq Khan",A jilted woman feels threatened after renting a room to a female.,11,245,3.5
Papi Gudia,1996,"Horror, Thriller            ","""    Director:Lawrence D'Souza""","Avinash Wadhawan, Karisma Kapoor, Tinnu Anand, Mohan Joshi",A child murderer and black magic practitioner transfers his soul to a doll before death and wreaks havoc in the lives of the doll's new owners: a boy and his elder sister.,25,245,2.1
Paying Guest,1957,"Comedy, Crime, Drama            ",Subodh Mukherji,"Dev Anand, Nutan, Gajanan Jagirdar, Sajjan","An incompetent lawyer gets evicted, dons the guise of an old man to gain accommodation, falls for the owner's daughter, then faces numerous life-changing challenges.",64,245,7.1
Noblemen,2018,Drama            ,Vandana Kataria,"Kunal Kapoor, Ali Haji, Mohammed Ali Mir, Ivan Rodrigues","A 15 year old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",3,244,5.7
Uyirile Kalanthathu,2000,Thriller            ,K. Subash,"Jyotika, Raghuvaran, Suriya","Raghuram and Suriya are siblings. Being the youngest child in the family, Suriya is pampered by everyone. Feeling rejected and ignored, Raghuram decides to ruin Suriya's life.",21,244,6.9
Koi Aap Sa: But Lovers Have to Be Friends,2005,"Comedy, Drama, Romance            ",Partho Mitra,"Aftab Shivdasani, Anita Hassanandani Reddy, Dipannita Sharma, Himanshu Malik","An emotional Mumbai-based football player, Rohan, seeks the assistance of childhood friend, Simran, to successfully woo fellow-collegian, Preeti. Simran herself is about to be engaged to ...                See full summary »",16,244,5.1
Balika Badhu,1976,"Comedy, Drama, Romance            ",Tarun Majumdar,"Sachin Pilgaonkar, Rajni Sharma, Asrani, A.K. Hangal","Set against the backdrop of a quaint village in British-ruled India, this exquisitely crafted social drama revolves around a young couple Amal and Rajni. Still teenagers, their marriage is ...                See full summary »",45,244,7.0
Godmother,1999,"Crime, Drama, Thriller            ",Vinay Shukla,"Shabana Azmi, Milind Gunaji, Nirmal Pandey, Govind Namdeo","When an imminent drought threatens to ruin their crop, Rambhi and her husband Veeru move from their village to the city. Through threat, violence and blackmail, Veeru makes a career as a ...                See full summary »",22,244,6.7
Prem Pratigyaa,1989,"Drama, Romance            ",Bapu,"Mithun Chakraborty, Madhuri Dixit, Vinod Mehra, Ranjeet","Raja Bhaiya and Charan come to the big city to make a living, but cannot find jobs. While eating some food, they are taunted and physically assaulted by Kallu Dada, a physical altercation ...                See full summary »",32,244,5.9
Miley - Naa Miley - Hum,2011,"Comedy, Drama, Romance            ",Tanveer Khan,"Chirag Paswan, Kangana Ranaut, Neeru Bajwa, Sagarika Ghatge",A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,10,243,2.5
Hulla,2008,"Comedy, Drama            ",Jaideep Varma,"Sushant Singh, Kartika Rane, Rajat Kapoor, Mandeep Mazumdar",A stockbroker who moves into a flat finds that he cannot sleep because of the loud whistle blown by the night-watchman. This leads him into conflict with the building's secretary who insists on the use of the whistle.,13,243,6.4
Aag,1994,"Action, Comedy, Drama            ",K. Ravi Shankar,"Govinda, Shilpa Shetty Kundra, Sonali Bendre, Sadashiv Amrapurkar","Siblings Raju and Laxmi are orphaned at a very young age. Raju is in love with fellow-collegian Parul, whose marriage to Police Inspector Suryadev Singh has already been arranged. When ...                See full summary »",27,243,4.6
Aar Ya Paar,1997,Thriller            ,Ketan Mehta,"Jackie Shroff, Deepa Sahi, Ritu Shivpuri, Kamal Sidhu","Shekhar is an opportunist. He marries Veena, a multi-millionaire, while continuing his affair with her secretary, Anu. When Veena gets to know, she threatens him with dire consequences. ...                See full summary »",24,243,6.1
Tere Mere Sapne,1971,"Drama, Romance            ",Vijay Anand,"Dev Anand, Mumtaz, Mahesh Kaul, Vijay Anand","Dr. Anand Kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there. Upon arrival, he is met by the ailing Dr. Prasad and his wife, and hired ...                See full summary »",50,243,7.3
Yahudi,1958,"Action, Drama, Romance            ",Bimal Roy,"Sohrab Modi, Dilip Kumar, Meena Kumari, Nigar Sultana","A vengeful Jew adopts an abducted Roman child, who grows up and unknowingly falls in love with a Roman.",63,243,7.2
Banarasi Babu,1997,Comedy            ,avid Dhawan,"Govinda, Ramya Krishnan, Kader Khan, Shakti Kapoor","Wealthy business, Chaubey, his wife, Lily, and daughter, Madhubala, return from Britain in order to visit India and find a suitable groom for Madhubala. They are met at the airport by ...                See full summary »",24,242,4.2
Padatik,1973,Drama            ,Mrinal Sen,"Dhritiman Chatterjee, Simi Garewal, Pravas Sarkar, Bijon Bhattacharya",A political activist escapes the prison van and is sheltered in a posh apartment owned by a sensitive young woman.,48,241,7.1
Sab Kushal Mangal,2020,Romance            ,Karan Vishwanath Kashyap,"Akshaye Khanna, Priyaank Sharma, Riva Kishan, Kaushik Satish","Pappu Mishra is the creator and host of a reality show called Musibat Odh Li Maine. Baba Bhandari, a big name in politics and crime, is offended with his reportage. Incidentally, the two ...                See full summary »",1,240,4.3
Teen Aur Aadha,2018,Drama            ,"s:Dar Gai, Dheer Momaya","Arya Dave, Chandani Grover, Zoya Hussain, Kanak Khanna","The story of one house in three different eras. Where 50 years ago it was divided between a school and an apartment, in which a young boy struggles with the pressures of pre-pubescent ...                See full summary »",3,238,6.6
